original_comment,processed_comment,actual_label,predicted_label
They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,theyre calling sandy wind going make lot girl clam really sandy,1,1
Thick bitch on here tried to front on me earlier...,thick bitch tried front earlier,1,1
Thick bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,thick bitch gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt,1,1
Thing that made me feel old today: Tori Amos is 50.,thing made feel old today torus amos 50,0,0
Think it's okay to take my property and break it? Fuck you bitch,think okay take property break fuck bitch,1,1
Thinking about getting my nips pierced...,thinking getting nip pierced,1,1
"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",thinking boom boom boom waaay ho video make laugh least day,0,1
Thinking about trying to get pussy like.....@trestiffer http://t.co/08cQV2vCcx,thinking trying get pussy liketrestiffer httptco08cqv2vccx,1,1
Thinking bout gettin 500$ put on my ears cuz I'm getting money bitch,thinking bout gettin 500 put ear im getting money bitch,1,1
Thinking bout those oysters at the gator bait tho&#128533;,thinking bout oyster gator bait tho128533,0,1
Thinking that i care dont give a fuck bout you think ! &#128576; #wop,thinking care dont give fuck bout think 128576 wop,1,1
"Thinking you're the godfather of maddiston lol, you're the fucking wee bitch man. If you've got a problem come to mine, al snap ur spine.",thinking youre godfather maddiston laugh loud youre fucking wee bitch man youve got problem come mine al snap spine,1,1
Thirsty ass bitch don't sweat me,thirsty as bitch dont sweat,1,1
Thirsty bitches&lt;&lt;&lt;&lt; Not attractive,thirsty bitchesltltltlt attractive,1,1
Thirsty fo da bitches saggin my pants n shit ... Shit i paid this much for the belt i betta crack a bitch,thirsty fo da bitch saggin pant n shit shit paid much belt betta crack bitch,1,1
"This ""Deb"" women at my eye appointment.. bitch",deb woman eye appointment bitch,1,1
This 103 weather is a bitch,103 weather bitch,1,1
This 8 yr old on #masterchefjunior made my chicken look like trash.,8 yr old masterchefjunior made chicken look like trash,0,1
This 8am biology lab ain't no hoe &#128553;&#128557;,8am biology lab aint hoe 128553128557,1,1
"This Amish bitch was rockin Gucci and her man was smokin a e-cig. Smh fake ass ""Amish"" ass bish!",amish bitch rockin gucci man smokin ecig shaking head fake as amish as bish,1,1
"This Billy Crystal tribute to Derek Jeter is crazy. I hate the Yankees, but man... Derek Jeter.... #RE2PECT",billy crystal tribute derek jeter crazy hate yankee man derek jeter re2pect,0,0
This Charlie Murder game is pretty dope #Xbla,charlie murder game pretty cool awesome xbla,0,0
This Houston traffic ain't no hoe these mf must not work,houston traffic aint hoe mf must work,1,1
"This Isn't Murica, Charlie Brown. #rejectedpeanutsspecials",isnt murica charlie brown rejectedpeanutsspecials,0,0
This Lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts&#8230; http://t.co/zUxDnP3XR1,lil fraudulent bitch nerve call phone talking crazy bout get nd puts8230 httptcozuxdnp3xr1,1,1
This Mexican bitch almost just hit me with her car and she sped over the speed bump JUST SO SHE COULD DO IT OMFG,mexican bitch almost hit car sped speed bump could omfg,1,1
This O6 just caught me talking to a bird and that was pretty embarrassing,o6 caught talking bird pretty embarrassing,0,1
This Uncle Tom mother fucking wants to invoke 3/5 a man in his speech? Dude you ain't white no matter how much... http://t.co/3yrcyC9ezc,uncle tom mother fucking want invoke 35 man speech dude aint white matter much httptco3yrcyc9ezc,1,1
This Van Cleef and Arples bitch at Starbucks needs to back the fuck up out of my space in line,van cleef arples bitch starbucks need back fuck space line,1,1
"This ain't no bitch ass boom bap, it's click clack move back.",aint bitch as boom bap click clack move back,1,1
This ain't no mf http://t.co/dOOeogiROg bitch ass.,aint mf httptcodooeogirog bitch as,1,1
This art shit lives forever bitch! Keep the change!,art shit life forever bitch keep change,1,1
This being sick is for the birds.,sick bird,0,0
This being single shit is really trash especially when you ain't got nobody to text after midnight,single shit really trash especially aint got nobody text midnight,1,1
"This being too sick to function is for the birds ! I was starting to feel slightly better earlier,now I feel like death again!",sick function bird starting feel slightly better earliernow feel like death,0,1
This biatch just called me a bitch &#128514;&#128514;,biatch called bitch 128514128514,1,1
This bih stay in this ghetto ass neighborhood,bih stay ghetto as neighborhood,1,1
This bitch @Cee_Murda94 &#128514;&#128514;&#128514; http://t.co/PSfpugyS1g,bitch ceemurda94 128514128514128514 httptcopsfpugys1g,1,1
This bitch @DaRealQuitaM just called me a bougie whore tho! &#128514;&#128514;&#128514;&#128514; ol angry bird! Lmao,bitch darealquitam called acting upscale high class whore tho 128514128514128514128514 ol angry bird laughing as,1,1
This bitch @Lvl_7_Eevee buys sparkling water.,bitch lvl7eevee buy sparkling water,0,1
This bitch Gmfu.,bitch gmfu,1,1
This bitch Rihanna is on some dust or something,bitch rihanna dust something,1,1
This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,bitch thincc dress coding 9995128514128557,0,1
This bitch almost lost her life,bitch almost lost life,1,1
This bitch always got shit to say about what other people like,bitch always got shit say people like,1,1
This bitch and her cankles,bitch cankles,1,1
This bitch ask me why I dont hit her up.and that I dont talk to her....bitch want me to hit her up so she can ignore or respond hours later,bitch ask dont hit upand dont talk herbitch want hit ignore respond hour later,1,1
"This bitch asked why pants sagg , cuz dey tryna hold my bandz up &#128184;&#128184;&#128184;",bitch asked pant sagg dey tryna hold bandz 128184128184128184,1,1
This bitch at the gas station offered me head for $20 &#128514;&#128557;&#128128;,bitch gas station offered head 20 128514128557128128,1,1
This bitch backed into my car TWICE.. Not once but 2 times.,bitch backed car twice 2 time,1,1
This bitch bout to make me commit murder &#128299;&#128298;&#128074;,bitch bout make commit murder 128299128298128074,1,1
This bitch brought her toothbrush. Okay? @Gnargie_,bitch brought toothbrush okay gnargie,1,1
"This bitch brought me my food and said ""Surprise"". Thirsty bitch.",bitch brought food said surprise thirsty bitch,1,1
This bitch come home wit a attitude. Bitch go yo ass Bacc to work ah sum fucc.,bitch come home wit attitude bitch go hey as bacc work ah sum fucc,1,1
This bitch compared dicks to pencils get sharpened ... Like don't as you sharpen a pencil it becomes more useful,bitch compared dick pencil get sharpened like dont sharpen pencil becomes useful,1,1
This bitch couldn't pull a ugly desperate dike if she wanted,bitch couldnt pull ugly desperate dike wanted,1,1
This bitch crazy,bitch crazy,1,1
This bitch done blew my high,bitch done blew high,1,1
This bitch done blew my high and I was high off all of these drugs,bitch done blew high high drug,1,1
"This bitch fell straight through the chair... Im high, of course I laughed..



Even if I wasn't I would've still laughed.",bitch fell straight chair im high course laughed even wasnt wouldve still laughed,1,1
"This bitch forehead. Hairline. Who lied to her &amp; approved this shit &#128514;&#128514;&#128514; https://t.co/8MaDF35ZXe""",bitch forehead hairline lied amp approved shit 128514128514128514 httpstco8madf35zxe,1,1
This bitch gone ask is we closed &#128530;I said Naw we just ain't pay the lightbill this month YEA BITCH WE CLOSED!! Get TF out,bitch gone ask closed 128530i said naw aint pay lightbill month yea bitch closed get tf,1,1
This bitch gonna steal a police uniform and think she has some authority. I say we pop the trunk on her bitch ass. #TheWalkingDead,bitch going steal police uniform think authority say pop trunk bitch as thewalkingdead,1,1
This bitch got arrested on her wedding night for ordering $650 worth of food and didnt pay.. Shouldve ate the 2 for 20 at applebees.,bitch got arrested wedding night ordering 650 worth food didnt pay shouldve ate 2 20 applebees,1,1
This bitch got zero kills and yet got a legendary enngram?!!!! What the absolute fuck?!!!!!,bitch got zero kill yet got legendary enngram absolute fuck,1,1
This bitch had horseradish ponytail today she. dyed her bald head ass hair red and put that bitch in a pony tail smh,bitch horseradish ponytail today dyed bald head as hair red put bitch pony tail shaking head,1,1
This bitch has two jobs and is starting school on the 26th. #fuckwhatyouheard,bitch two job starting school 26th fuckwhatyouheard,1,1
This bitch in 7-11 wit hella face tats. She a female duddy &#128527;,bitch 711 wit hella face tat female duddy 128527,1,1
This bitch in here putting long lashes on like a 3abde,bitch putting long lash like 3abde,1,1
"This bitch in ma bed got double D's that SHAKE. Ass like Trina, when I smack her ass it SHAKE. #Game #SHAKE #2013shit #tune #hornyfuck",bitch bed got double d shake as like trina smack as shake game shake 2013shit tune hornyfuck,1,1
This bitch instating and driving...&#128591; for me,bitch instating driving128591,1,1
This bitch is crying http://t.co/Js8uldDzNl,bitch cry httptcojs8ulddznl,1,1
This bitch is earning 6 figures for shaking ass? I'm so done &#128553;,bitch earning 6 figure shaking as im done 128553,1,1
This bitch is mad because her man cheated but she cheated too!!!! Why you mad?!!!,bitch mad man cheated cheated mad,1,1
This bitch is nasty,bitch nasty,1,1
This bitch is raising MY anxiety just by sitting next to her.,bitch raising anxiety sitting next,1,1
This bitch is really geeking in my messages &#128514;&#128514;&#128514;,bitch really geeking message 128514128514128514,1,1
"This bitch is really gonna sit here and tell me I need a parent w me at the doctors even if I'm 18 &#128075;&#128075;&#128075; uh, no",bitch really going sit tell need parent w doctor even im 18 128075128075128075 uh,1,1
This bitch is so annoying&#128530;&#128530;,bitch annoying128530128530,1,1
This bitch is stupid. -.-; Anti Feminist: http://t.co/vsgCwtn4j6 via @youtube #dumbass #blndsundoll4mj,bitch stupid anti feminist httptcovsgcwtn4j6 via youtube dumbass blndsundoll4mj,1,1
"This bitch is talking to herself who the fuck does that, bitch u need help with yo im hearing vocies in my head, #lockthatbitchup..",bitch talking fuck bitch need help hey im hearing vocies head lockthatbitchup,1,1
This bitch is tryna start shit at Denny's asking us if we took a picture of them lmfao BITCH WHUT,bitch tryna start shit dennys asking u took picture lmfao bitch whut,1,1
This bitch is wearing an angry birds sweater #JudgePeopleAtSchoolDay,bitch wearing angry bird sweater judgepeopleatschoolday,1,1
This bitch isn't pretty? She's just showing off her body in pictures. She's nasty.,bitch isnt pretty shes showing body picture shes nasty,1,1
This bitch just chillin http://t.co/lp9Xd7qRzP,bitch chillin httptcolp9xd7qrzp,1,1
This bitch just said Lorde is rock... No,bitch said lorde rock,1,1
This bitch just texted me Baby Baby you miss me,bitch texted baby baby miss,1,1
This bitch just texted me out the blue bout want see her butt.,bitch texted blue bout want see butt,1,1
This bitch keep looking is she choosing me or nah,bitch keep looking choosing,1,1
This bitch keep playin wit my hair like she dont got her own.,bitch keep playin wit hair like dont got,1,1
This bitch kicked me out,bitch kicked,1,1
This bitch literally just pulled a whopper from her fanny pack #america,bitch literally pulled whopper fanny pack america,1,1
"This bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here""",bitch literally said normal people shouldnt work gym many body builder workout,1,1
"This bitch lmao ""Steve Wilkos be goin on mfs &#128553;&#128514;"" https://t.co/AgQwqzwTZX",bitch laughing as steve wilkos goin mf 128553128514 httpstcoagqwqzwtzx,1,1
This bitch look like kurt cobain older bro,bitch look like kurt cobain older brother,1,1
This bitch looks like a tranny tho.,bitch look like tranny tho,1,1
This bitch love me long time i dont know why she wouldnt,bitch love long time dont know wouldnt,1,1
This bitch lying to me &#128514;&#128530;,bitch lying 128514128530,1,1
This bitch mentioned dr. ruff...I'm done.,bitch mentioned dr ruffim done,1,1
This bitch needs to get slapped @MicheleBachmann http://t.co/KNCWBPc8eZ,bitch need get slapped michelebachmann httptcokncwbpc8ez,1,1
This bitch needs to turn off her shitty music &#128544;,bitch need turn shitty music 128544,1,1
This bitch on Maury got 11 baby daddy's!,bitch maury got 11 baby daddy,1,1
This bitch pregnant again &#128064;&#128514;&#128514;,bitch pregnant 128064128514128514,1,1
This bitch really has no filter &#128528;,bitch really filter 128528,1,1
"This bitch said "" which one are you "" Lmaooo I hate her !",bitch said one lmaooo hate,1,1
"This bitch said ""Use my titties as a punchin bag"" 0-/-&lt;",bitch said use titty punchin bag 0lt,1,1
This bitch said I look like the type to do a lot of cocaine &#128128;,bitch said look like type lot cocaine 128128,1,1
This bitch said she'll do something strange for some change,bitch said shell something strange change,1,1
This bitch says she's got 150% in school... What the fuck is that bullshit,bitch say shes got 150 school fuck bullshit,1,1
This bitch showed me IT &amp; if y'all every seen that low budget piece shit that muthafuckin clown scary then a hoe,bitch showed amp yall every seen low budget piece shit muthafuckin clown scary hoe,1,1
This bitch slow playin like the fuckkk,bitch slow playin like fuckkk,1,1
This bitch so ratchet,bitch ratchet,1,1
This bitch takes bitch to another level,bitch take bitch another level,1,1
This bitch think I want her I'm in love wit da gwap. &#128525;&#128536;&#128176;&#128181; http://t.co/JIMIKjimUn,bitch think want im love wit da gwap 128525128536128176128181 httptcojimikjimun,1,1
This bitch think she cool with her Jordan 6 rings get the fuck on.,bitch think cool jordan 6 ring get fuck,1,1
This bitch think she fancy with her old ass C-class get the fuck on,bitch think fancy old as cclass get fuck,1,1
This bitch thought the hot sauce was BBQ sauce. Who tf puts BBQ sauce in their tacos to begin with?! &#128514;&#128514;&#128514;,bitch thought hot sauce bbq sauce tf put bbq sauce taco begin 128514128514128514,1,1
This bitch took her damn eye out like it was a contact! &#128561;&#128547;,bitch took damn eye like contact 128561128547,1,1
This bitch tryna eat peanuts I'm tryna eat steak an shit bitch don't know nothing about grindin,bitch tryna eat peanut im tryna eat steak shit bitch dont know nothing grindin,1,1
"This bitch tweeted ""Brb Gonna Take A Shower"" 2minutes later ""Back"" ...GET YO NASTY ASS BACK IN THAT SHOWER!",bitch tweeted right back going take shower 2minutes later back get hey nasty as back shower,1,1
This bitch tweets been on point the few minutes I been on.,bitch tweet point minute,1,1
"This bitch wanna smoke all of my weed,",bitch wanna smoke weed,1,1
This bitch weave game serious https://t.co/DRknioe6vh,bitch weave game serious httpstcodrknioe6vh,1,1
This bitch!,bitch,1,1
"This bitches need to get it right , your so wid it",bitch need get right wid,1,1
This bitches voice &#128567;&#128567;&#128567;,bitch voice 128567128567128567,1,1
This bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk http://t.co/tjAnr2pB,brother rippin apart bird 10 foot u redtail hawk httptcotjanr2pb,0,1
This brownies bro,brownie brother,0,0
This car has two registration tags. Both yellow. One for 2014 &amp; one for 2005. Wth http://t.co/mdeD4a2soY,car two registration tag yellow one 2014 amp one 2005 wth httptcomded4a2soy,0,0
This chick looks like she straight up took a colored pencil to her eyebrows #thatshitdoesntlookgood,chick look like straight took colored pencil eyebrow thatshitdoesntlookgood,1,1
This class ghetto as hell,class ghetto hell,1,1
This cowboys an redskins game was a hell of a game,cowboy redskin game hell game,0,0
"This does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore",create slippery slope tho player going watch mouth tolerance ignorance anymore,0,0
This dude fell cuz he was looking at these bitches in the car.&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,dude fell looking bitch car128514128514128514128514128514128514,1,1
This dumb Berk drives in circles through town on his bright yellow cycle with music blaring incredibly&#8230; http://t.co/ukothl3MOH,dumb berk drive circle town bright yellow cycle music blaring incredibly8230 httptcoukothl3moh,0,1
"This faggot in a truck was tailgating me, so I hit my breaks, he cut me off I switched lanes he cuts me off again to be a little biatch then",faggot truck tailgating hit break cut switched lane cut little biatch,1,1
"This fat bitch got all huffy cause she took too long to make her turn, so I took it, so she mouthed off to me&#128514;&#128075;&#128075; #girlbye&#128129;",fat bitch got huffy cause took long make turn took mouthed me128514128075128075 girlbye128129,1,1
"This fat bitch is wearing these ugly ass jesus sandals, and her big ass feet are overlapping the damn things.",fat bitch wearing ugly as jesus sandal big as foot overlapping damn thing,1,1
"This fat bitch just said ""next time don't forget my potato chips"" &#128514;&#128514;",fat bitch said next time dont forget potato chip 128514128514,1,1
This fat bitch turnt for some ice cream not gon lie I would be too https://t.co/E6FIiSiizW,fat bitch excited hyper often due partying ice cream gon lie would httpstcoe6fiisiizw,1,1
This flappy bird game addicting .,flappy bird game addicting,0,0
This foo came to the club wit his bitch on a leash &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/wC4ub0UN6b,foo came club wit bitch leash 128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514 httpstcowc4ub0un6b,1,1
This fuckin bird http://t.co/q2Kjv91KIZ,fuckin bird httptcoq2kjv91kiz,1,1
This fucking little bitch landed on me in the car and really thought I wouldn't kill him.. http://t.co/nOuHxhLsHA,fucking little bitch landed car really thought wouldnt kill httptconouhxhlsha,1,1
This fuzzy wuzzy kitten wants to know how a raven is like a writing desk. Find out why here &#8594; http://t.co/GI9On86iGV http://t.co/HlKDTSgKwU,fuzzy wuzzy kitten want know raven like writing desk find 8594 httptcogi9on86igv httptcohlkdtsgkwu,0,0
This game on some shit!! Haha playing that hoe high had me and my nigggs trippen haha,game shit haha playing hoe high nigggs trippen haha,1,1
This game pissing me off including that bitch,game pissing including bitch,1,1
This girl asked me why i call girl bitches? Why not? They go out with panties on basically and brag about how good they are sucking dick,girl asked call girl bitch go panty basically brag good sucking dick,1,1
This girl is retarded,girl retarded,1,1
This girl is the nastiest skank bitch I've ever met. DO NOT TRUST HER. She is a fugly slut http://t.co/7sU1UIFUNS,girl nastiest skank bitch ive ever met trust fugly slut httptco7su1uifuns,1,1
"This girl legit looks like a pig, Kiss imik you bitch",girl legit look like pig kiss imik bitch,1,1
This guy is 100% retarded.,guy 100 retarded,1,1
"This guy is nits&#8220;@Lucci_Dpc: i learn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;",guy nits8220luccidpc learn new thing every day one still talkin bout jim crow go republican hypocrisy8221,0,1
This hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo,hairstylist mall gone ask nesha wats beenie bitch said momma lmfaoooo,1,1
This hangover a bitch. &#57608;,hangover bitch 57608,1,1
This headache is a bitch &#128543;&#128548;,headache bitch 128543128548,1,1
This hoe car smell like nigga let off a sweet potato bomb in her shit!,hoe car smell like nigga let sweet potato bomb shit,1,1
This hoe got 10 seconds to get the hell up outta my face before i set that weave on fire..,hoe got 10 second get hell outta face set weave amazing excellent,1,1
This hoe got a gf but complain about life like is she hitting you right ?,hoe got gf complain life like hitting right,1,1
This hoe in here 6months pregnant man take yo ass home,hoe 6months pregnant man take hey as home,1,1
This hoe loud...,hoe loud,1,1
This hoe reathie be tripping &#128514;&#128514;&#128514;&#128514;,hoe reathie tripping 128514128514128514128514,1,1
"This hoe straight up disappeared on me, like where did you go ?",hoe straight disappeared like go,1,1
This hoe taken by the world smh,hoe taken world shaking head,1,1
This hot ass black girl from twitter goes to WOHS lol. That's cray. I thought she was some alias ass bitch from miles away,hot as black girl twitter go wohs laugh loud thats cray thought alias as bitch mile away,1,1
This hot chocolate and Famous Amos too bomb right now,hot chocolate famous amos bomb right,0,0
This how most of yall side hoes gone look on valentines day!! Lol http://t.co/SJmjiysthI,yall side hoe gone look valentine day laugh loud httptcosjmjiysthi,1,1
This ignorant bitch on msnbc said police have no training on their weapons. SMH,ignorant bitch msnbc said police training weapon shaking head,1,1
This is EXACTLY why I don't tell this bitch SHIT !,exactly dont tell bitch shit,1,1
"This is Marco's lotion, and he got mad that I told him that he smells like a bitch http://t.co/e0cnF1nWSI",marcos lotion got mad told smell like bitch httptcoe0cnf1nwsi,1,1
This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix,long yellow bunch track sweeping ton taken opportunity pit indycar goprograndprix,0,0
"This is a sexy tweet. RT @Yankees: With a 6-0 lead, #Yankees turn to Matt Thornton to finish off the Red Sox in the 9th.",sexy tweet rt yankee 60 lead yankee turn matt thornton finish red sox 9th,0,0
This is better than flappy bird.&#128525;&#128525; #FallOutBird http://t.co/CHVzWTvltG,better flappy bird128525128525 falloutbird httptcochvzwtvltg,0,0
"This is exactly why bitches end up dead RT @CASHKILLEM: Told him to stop fucking with me , I hope it rain bitch. http://t.co/2fuxRzeVTp",exactly bitch end amused rt cashkillem told stop fucking hope rain bitch httptco2fuxrzevtp,1,1
This is fucked up lmao #whore #bitch which one are you? #cheaters better go to maaco #dead http://t.co/nQ56ZkPjhj,fucked laughing as whore bitch one cheater better go maaco amused httptconq56zkpjhj,1,1
This is fucking retarded,fucking retarded,1,1
"This is fucking trash. RT @DearLeader10: Drake is Jewish too RT @QUEcified: So Young Money is the 3rd Reich now?

https://t.co/DONsGdPTVr",fucking trash rt dearleader10 drake jewish rt quecified young money 3rd reich httpstcodonsgdptvr,1,1
This is great RT @AmPowerBlog loser &amp; coward @MikePrysner grabbed my iPhone and threw it in the street. He's a pussy. http://t.co/CVUbLNgXKj,great rt ampowerblog loser amp coward mikeprysner grabbed iphone threw street he pussy httptcocvublngxkj,1,1
This is how im asking my bitch to prom or for her to marry me &#128076; guareenteed yes http://t.co/4HZzRqJHaq,im asking bitch prom marry 128076 guareenteed yes httptco4hzzrqjhaq,1,1
This is how you know LHS is ghetto. http://t.co/9eAGkXDGH5,know lh ghetto httptco9eagkxdgh5,1,1
"This is my ""sup bitches"" face http://t.co/mqPqzLgCKf",sup bitch face httptcomqpqzlgckf,1,1
This is no excuse to call me bitch? You got caught. Stop.,excuse call bitch got caught stop,1,1
This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,really brianstann rt jimdaves wesdurham exploding giant yellow duck you8217ll appreciate httptcospohtpl8uv,0,0
This is so much fun! &#128070;&#128588; #1UBB #1ndiana #hoosiers #hoosierdaddy,much fun 128070128588 1ubb 1ndiana hoosier hoosierdaddy,0,0
This is true... RT @Mr_QuenchYaGirl: Charlie Clips the coldest battle rapper doing it. No debating!!!,true rt mrquenchyagirl charlie clip coldest battle rapper debating,0,0
This is why @chrisbrown is a dumb ass hoe http://t.co/VeyjlYXHzt,chrisbrown dumb as hoe httptcoveyjlyxhzt,1,1
This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV,mother isnt allowed make brownie httptcoh0cft5wcbv,0,0
This is why no one likes you. Because you're a bitch. And a slut.,one like youre bitch slut,1,1
This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe,nothing get done moron like coburn trying 2 ad gun amendment 2 public work bill push back teabagger morningjoe,0,1
This is why people are lucky they only deal with customers over the phone. There'd be a lot of choked out bitches if this was done in person,people lucky deal customer phone thered lot choked bitch done person,1,1
This just in: don't trust these hoes http://t.co/chyD7jrGxy,dont trust hoe httptcochyd7jrgxy,1,1
This kid @bobbyhorai straight watched a bitch eat her own bloody tampon #fucksamattawithyou,kid bobbyhorai straight watched bitch eat bloody tampon fucksamattawithyou,1,1
This kid looks like a retard when he tries hiding his phone... so obvious,kid look like retard try hiding phone obvious,1,1
This knicks game is so retarded right now smh,knicks game retarded right shaking head,1,1
This lame azz napk nigga always talking bout he be the reason there always yellow tape upk in the turf&#8230; http://t.co/2lDIHA2A3a,lame azz napk nigga always talking bout reason always yellow tape upk turf8230 httptco2ldiha2a3a,1,1
This lil Thot bitch really tried to run game on me,lil hoe bitch really tried run game,1,1
This lit bitch jayonna in the class im an aide in is SOOO FUNNY,exciting fun bitch jayonna class im aide sooo funny,1,1
This little bastard comes unto spinelli's all the time just to do his little wigger rap thinh and try to say it AT me like I'm gonna die &#128514;,little bastard come unto spinellis time little wigger rap thinh try say like im going die 128514,1,1
This ma niggah @trigga_tre123 &#128076;,niggah triggatre123 128076,1,1
This man Wimp gotta be drunk he know damn well he dont fw no hoes!! &#128514;&#128557;,man wimp gotta drunk know damn well dont fw hoe 128514128557,1,1
"This mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi http://t.co/XZZfDoLZDn",mint brownie recipe made almond flour coconut palm sugar coconut oil coconut mi httptcoxzzfdolzdn,0,0
This morning is brought to you by Emergen-C. I really need to nip this cold/flu business in the bud. #NoGermsWanted,morning brought emergenc really need nip coldflu business bud nogermswanted,0,1
This music is trash,music trash,0,0
This my bitch please face http://t.co/O3k4WLrZTp,bitch please face httptcoo3k4wlrztp,1,1
This my dog telling me he is done playing frisbee for now.. lazy mutt http://t.co/l4AocjczsH,dog telling done playing frisbee lazy mutt httptcol4aocjczsh,0,1
This new avi trash or nah,new avi trash,0,1
This new shit i'm workin on... yea nigguh!,new shit im workin yea nigguh,1,1
"This nicca just typed to me...""You are very busy two!"" &#128530;&#128547; so, I'm busy twice? Lmao",nicca typed meyou busy two 128530128547 im busy twice laughing as,1,1
This nig johnel keep falling asleep.... That's usually me lol,nig johnel keep falling asleep thats usually laugh loud,1,1
This nigga @80sbaby4life gotta weird gay shoe fetish...&amp; I'm sick of y'all letting this island nigger slide! http://t.co/E96cQ8kKBo,nigga 80sbaby4life gotta weird gay shoe fetishamp im sick yall letting island nigger slide httptcoe96cq8kkbo,1,1
This nigga Magic Johnson got a Grade A faggot for a son &#128514;&#128514;.. He had to have done some terrible shit growin up lol..,nigga magic johnson got grade faggot son 128514128514 done terrible shit growin laugh loud,1,1
"This nigga been all in public with his new young bitch, rubbin it in her face but when she reacts it WW3? She probably ain't even seen Drake",nigga public new young bitch rubbin face reacts ww3 probably aint even seen drake,1,1
This nigga jerry room smell like bad pussy!&#128530;,nigga jerry room smell like bad pussy128530,1,1
This nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how I'm making the room shake,nigga next trippin ball want draw naked bitch complain im making room shake,1,1
This nigga on the train treating his bitch over the phone lmao,nigga train treating bitch phone laughing as,1,1
This nigga over here telling me he dont fuck with this bitch . When he do &#128553;&#128514;&#128514;. Or maybe she lying lol,nigga telling dont fuck bitch 128553128514128514 maybe lying laugh loud,1,1
"This nigga said you aint going through SHIT you just need sum Dicc&#9995;&#128514;&#128557; Good try hoe, its been a while but its really sum shit going down.",nigga said aint going shit need sum dicc9995128514128557 good try hoe really sum shit going,1,1
This nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone,nigga showed sad as dog girl pit would look hoe say nigga gone,1,1
This nigga solving rubik cubes doing magic tricks &amp; he still ain't getting no pussy &#128514;&#128514;&#128514;,nigga solving rubik cube magic trick amp still aint getting pussy 128514128514128514,1,1
This nigga think he gone play me shoot dice let yo hoe fade me,nigga think gone play shoot dice let hey hoe fade,1,1
This nigga to my left ugly then a bitch,nigga left ugly bitch,1,1
This niggah @wherzdaBUDD is a fool,niggah wherzdabudd fool,1,1
This niggah aaron had me weak last night!,niggah aaron weak last night,1,1
This niggah better remember to bring his sperrys,niggah better remember bring sperry,1,1
This niggah know wassup,niggah know wassup,1,1
"This niggah said ""Oh kiss me through the phone looking ass"" haha",niggah said oh kiss phone looking as haha,1,1
This niggah seems really clingy... Mhmm idk about that ! &#128563;&#128582;&#128581;,niggah seems really clingy mhmm I know 128563128582128581,1,1
This niggga said I be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,niggga said branding bitch 128569128514128514128514128514128527,1,1
This nigglet &#10084;&#65039;,nigglet 1008465039,1,1
This nigguh got somebody contact as Ebola lol,nigguh got somebody contact ebola laugh loud,1,1
This nigguh really tried to fight me on the bus over a grape kool aid jammer &#128514;&#128514;&#128514;,nigguh really tried fight bus grape kool aid jammer 128514128514128514,1,1
This no beef thing is for the birds!!!,beef thing bird,0,1
This office is used to pound some&#160;pussy http://t.co/x8jlLf0fA9,office used pound some160pussy httptcox8jllf0fa9,1,0
This old bitch with floppy tits riding on the elevator with me is nerping so bad,old bitch floppy tit riding elevator nerping bad,1,1
This one for dem hipster bitches that shop at value village,one dem hipster bitch shop value village,1,1
"This one night I was tripping off brownies I put my running shoes on and I was still in pjs, it was 2am ! http://t.co/UwmBpCOMNE",one night tripping brownie put running shoe still pjs 2am httptcouwmbpcomne,0,0
